Gene stable ID	Gene stable ID version	Gene name	Human gene stable ID	Human gene name	Human protein or transcript stable ID	Human orthology confidence [0 low, 1 high]	Human homology type
ENSMUSG00000041895	ENSMUSG00000041895.16	Wipi1	ENSG00000070540	WIPI1	ENSP00000262139	1	ortholog_one2one
ENSMUSG00000026637	ENSMUSG00000026637.15	Traf5	ENSG00000082512	TRAF5	ENSP00000261464	1	ortholog_one2one
ENSMUSG00000030302	ENSMUSG00000030302.18	Atp2b2	ENSG00000157087	ATP2B2	ENSP00000353414	1	ortholog_one2one
ENSMUSG00000032997	ENSMUSG00000032997.17	Chpf	ENSG00000123989	CHPF	ENSP00000243776	1	ortholog_one2one
ENSMUSG00000027848	ENSMUSG00000027848.14	Olfml3	ENSG00000116774	OLFML3	ENSP00000322273	1	ortholog_one2one
ENSMUSG00000034871	ENSMUSG00000034871.3	Fam151a	ENSG00000162391	FAM151A	ENSP00000306888	1	ortholog_one2one
ENSMUSG00000020109	ENSMUSG00000020109.14	Dnajb12	ENSG00000148719	DNAJB12	ENSP00000403313	1	ortholog_one2one
ENSMUSG00000096014	ENSMUSG00000096014.2	Sox1	ENSG00000182968	SOX1	ENSP00000330218	1	ortholog_one2one
ENSMUSG00000036894	ENSMUSG00000036894.4	Rap2b	ENSG00000181467	RAP2B	ENSP00000319096	1	ortholog_one2one
ENSMUSG00000048429	ENSMUSG00000048429.11	Timm29	ENSG00000142444	TIMM29	ENSP00000270502	1	ortholog_one2one
ENSMUSG00000027907	ENSMUSG00000027907.5	S100a11	ENSG00000163191	S100A11	ENSP00000271638	1	ortholog_one2one
ENSMUSG00000032193	ENSMUSG00000032193.10	Ldlr	ENSG00000130164	LDLR	ENSP00000454071	1	ortholog_one2one
ENSMUSG00000026211	ENSMUSG00000026211.19	Obsl1	ENSG00000124006	OBSL1	ENSP00000385636	1	ortholog_one2one
ENSMUSG00000041959	ENSMUSG00000041959.15	S100a10	ENSG00000197747	S100A10	ENSP00000357801	1	ortholog_one2one
ENSMUSG00000034853	ENSMUSG00000034853.17	Acot11	ENSG00000162390	ACOT11	ENSP00000340260	1	ortholog_one2one
ENSMUSG00000027502	ENSMUSG00000027502.12	Rtf2	ENSG00000022277	RTF2	ENSP00000349906	1	ortholog_one2one
ENSMUSG00000000759	ENSMUSG00000000759.15	Tubgcp3	ENSG00000126216	TUBGCP3	ENSP00000261965	1	ortholog_one2one
ENSMUSG00000028089	ENSMUSG00000028089.6	Chd1l	ENSG00000131778	CHD1L	ENSP00000358262	1	ortholog_one2one
ENSMUSG00000054676	ENSMUSG00000054676.18	1600014C10Rik	ENSG00000131943	C19orf12	ENSP00000313332	1	ortholog_one2one
ENSMUSG00000023723	ENSMUSG00000023723.18	Mrps23	ENSG00000181610	MRPS23	ENSP00000320184	1	ortholog_one2one
ENSMUSG00000037202	ENSMUSG00000037202.7	Prf1	ENSG00000180644	PRF1	ENSP00000398568	1	ortholog_one2one
ENSMUSG00000020092	ENSMUSG00000020092.10	Pald1	ENSG00000107719	PALD1	ENSP00000263563	1	ortholog_one2one
ENSMUSG00000074170	ENSMUSG00000074170.6	Plekhf1	ENSG00000166289	PLEKHF1	ENSP00000389787	1	ortholog_one2one
ENSMUSG00000030423	ENSMUSG00000030423.8	Pop4	ENSG00000105171	POP4	ENSP00000465213	1	ortholog_one2one
ENSMUSG00000027353	ENSMUSG00000027353.15	Mcm8	ENSG00000125885	MCM8	ENSP00000478141	1	ortholog_one2one
ENSMUSG00000020612	ENSMUSG00000020612.17	Prkar1a	ENSG00000108946	PRKAR1A	ENSP00000464977	1	ortholog_one2one
ENSMUSG00000074476	ENSMUSG00000074476.7	Spc24	ENSG00000161888	SPC24	ENSP00000465075	1	ortholog_one2one
ENSMUSG00000037171	ENSMUSG00000037171.7	Nodal	ENSG00000156574	NODAL	ENSP00000287139	1	ortholog_one2one
ENSMUSG00000028088	ENSMUSG00000028088.15	Fmo5	ENSG00000131781	FMO5	ENSP00000254090	1	ortholog_one2one
ENSMUSG00000020091	ENSMUSG00000020091.17	Eif4ebp2	ENSG00000148730	EIF4EBP2	ENSP00000362314	1	ortholog_one2one
ENSMUSG00000034201	ENSMUSG00000034201.14	Gas2l1	ENSG00000185340	GAS2L1	ENSP00000478908	1	ortholog_one2one
ENSMUSG00000037151	ENSMUSG00000037151.9	Lrrc20	ENSG00000172731	LRRC20	ENSP00000413745	1	ortholog_one2one
ENSMUSG00000048351	ENSMUSG00000048351.15	Coa7	ENSG00000162377	COA7	ENSP00000360593	1	ortholog_one2one
ENSMUSG00000032194	ENSMUSG00000032194.10	Kank2	ENSG00000197256	KANK2	ENSP00000465650	1	ortholog_one2one
ENSMUSG00000051703	ENSMUSG00000051703.15	Tmem198	ENSG00000188760	TMEM198	ENSP00000362990	1	ortholog_one2one
ENSMUSG00000059816	ENSMUSG00000059816.6	Shisal2a	ENSG00000182183	SHISAL2A	ENSP00000429726	1	ortholog_one2one
ENSMUSG00000028597	ENSMUSG00000028597.12	Gpx7	ENSG00000116157	GPX7	ENSP00000354677	1	ortholog_one2one
ENSMUSG00000020090	ENSMUSG00000020090.8	Npffr1	ENSG00000148734	NPFFR1	ENSP00000277942	1	ortholog_one2one
ENSMUSG00000038205	ENSMUSG00000038205.13	Prkab2	ENSG00000131791	PRKAB2	ENSP00000254101	1	ortholog_one2one
ENSMUSG00000020089	ENSMUSG00000020089.9	Ppa1	ENSG00000180817	PPA1	ENSP00000362329	1	ortholog_one2one
ENSMUSG00000034610	ENSMUSG00000034610.15	Tut4	ENSG00000134744	TUT4	ENSP00000257177	1	ortholog_one2one
ENSMUSG00000033847	ENSMUSG00000033847.16	Pla2g4c	ENSG00000105499	PLA2G4C	ENSP00000469473	1	ortholog_one2one
ENSMUSG00000032968	ENSMUSG00000032968.5	Inha	ENSG00000123999	INHA	ENSP00000243786	1	ortholog_one2one
ENSMUSG00000026213	ENSMUSG00000026213.16	Stk11ip	ENSG00000144589	STK11IP	ENSP00000389383	1	ortholog_one2one
ENSMUSG00000043267	ENSMUSG00000043267.4	Or5m8	ENSG00000181371	OR5M8	ENSP00000323354	1	ortholog_one2one
ENSMUSG00000038170	ENSMUSG00000038170.16	Pde4dip	ENSG00000178104	PDE4DIP	ENSP00000512175	1	ortholog_one2one
ENSMUSG00000031441	ENSMUSG00000031441.16	Atp11a	ENSG00000068650	ATP11A	ENSP00000364796	1	ortholog_one2one
ENSMUSG00000057191	ENSMUSG00000057191.15	AB124611	ENSG00000214212	C19orf38	ENSP00000380920	1	ortholog_one2one
ENSMUSG00000034209	ENSMUSG00000034209.5	Rasl10a	ENSG00000100276	RASL10A	ENSP00000216101	1	ortholog_one2one
ENSMUSG00000020088	ENSMUSG00000020088.11	Sar1a	ENSG00000079332	SAR1A	ENSP00000362338	1	ortholog_one2one
ENSMUSG00000028640	ENSMUSG00000028640.12	Tfap2c	ENSG00000087510	TFAP2C	ENSP00000201031	1	ortholog_one2one
ENSMUSG00000020614	ENSMUSG00000020614.14	Fam20a	ENSG00000108950	FAM20A	ENSP00000468308	1	ortholog_one2one
ENSMUSG00000029703	ENSMUSG00000029703.11	Lrwd1	ENSG00000161036	LRWD1	ENSP00000292616	1	ortholog_one2one
ENSMUSG00000056880	ENSMUSG00000056880.15	Gadl1	ENSG00000144644	GADL1	ENSP00000282538	1	ortholog_one2one
ENSMUSG00000063800	ENSMUSG00000063800.6	Prpf38a	ENSG00000134748	PRPF38A	ENSP00000257181	1	ortholog_one2one
ENSMUSG00000058806	ENSMUSG00000058806.16	Col13a1	ENSG00000197467	COL13A1	ENSP00000496051	1	ortholog_one2one
ENSMUSG00000009079	ENSMUSG00000009079.17	Ewsr1	ENSG00000182944	EWSR1	ENSP00000381031	1	ortholog_one2one
ENSMUSG00000028587	ENSMUSG00000028587.19	Orc1	ENSG00000085840	ORC1	ENSP00000360623	1	ortholog_one2one
ENSMUSG00000038203	ENSMUSG00000038203.23	Hoxa13	ENSG00000106031	HOXA13	ENSP00000497112	1	ortholog_one2one
ENSMUSG00000027357	ENSMUSG00000027357.17	Crls1	ENSG00000088766	CRLS1	ENSP00000368140	1	ortholog_one2one
ENSMUSG00000039754	ENSMUSG00000039754.11	Alkbh4	ENSG00000160993	ALKBH4	ENSP00000292566	1	ortholog_one2one
ENSMUSG00000006576	ENSMUSG00000006576.17	Slc4a3	ENSG00000114923	SLC4A3	ENSP00000350756	1	ortholog_one2one
ENSMUSG00000055069	ENSMUSG00000055069.4	Rab39	ENSG00000179331	RAB39A	ENSP00000322594	1	ortholog_one2one
ENSMUSG00000032030	ENSMUSG00000032030.18	Cul5	ENSG00000166266	CUL5	ENSP00000376808	1	ortholog_one2one
ENSMUSG00000039747	ENSMUSG00000039747.12	Orai2	ENSG00000160991	ORAI2	ENSP00000420178	1	ortholog_one2one
ENSMUSG00000035824	ENSMUSG00000035824.8	Tk2	ENSG00000166548	TK2	ENSP00000440898	1	ortholog_one2one
ENSMUSG00000028582	ENSMUSG00000028582.15	Cc2d1b	ENSG00000154222	CC2D1B	ENSP00000284376	1	ortholog_one2one
ENSMUSG00000005649	ENSMUSG00000005649.18	Cabp5	ENSG00000105507	CABP5	ENSP00000293255	1	ortholog_one2one
ENSMUSG00000039737	ENSMUSG00000039737.12	Prkrip1	ENSG00000128563	PRKRIP1	ENSP00000381010	1	ortholog_one2one
ENSMUSG00000034275	ENSMUSG00000034275.20	Igsf9b	ENSG00000080854	IGSF9B	ENSP00000436552	1	ortholog_one2one
ENSMUSG00000018999	ENSMUSG00000018999.15	Slc35b4	ENSG00000205060	SLC35B4	ENSP00000367770	1	ortholog_one2one
ENSMUSG00000075200	ENSMUSG00000075200.3	Or8u9	ENSG00000172199	OR8U1	ENSP00000304188	1	ortholog_one2one
ENSMUSG00000005057	ENSMUSG00000005057.14	Sh2b2	ENSG00000160999	SH2B2	ENSP00000401883	1	ortholog_one2one
ENSMUSG00000025475	ENSMUSG00000025475.18	Adgra1	ENSG00000197177	ADGRA1	ENSP00000376384	1	ortholog_one2one
ENSMUSG00000043110	ENSMUSG00000043110.3	Lrrn4	ENSG00000125872	LRRN4	ENSP00000368135	1	ortholog_one2one
ENSMUSG00000075197	ENSMUSG00000075197.4	Or8k1	ENSG00000150261	OR8K1	ENSP00000279783	1	ortholog_one2one
ENSMUSG00000031991	ENSMUSG00000031991.11	Spata19	ENSG00000166118	SPATA19	ENSP00000299140	1	ortholog_one2one
ENSMUSG00000054400	ENSMUSG00000054400.17	Cklf	ENSG00000217555	CKLF	ENSP00000264001	1	ortholog_one2one
ENSMUSG00000029705	ENSMUSG00000029705.18	Cux1	ENSG00000257923	CUX1	ENSP00000292535	1	ortholog_one2one
ENSMUSG00000041670	ENSMUSG00000041670.20	Rims1	ENSG00000079841	RIMS1	ENSP00000428417	1	ortholog_one2one
ENSMUSG00000034557	ENSMUSG00000034557.15	Zfyve9	ENSG00000157077	ZFYVE9	ENSP00000287727	1	ortholog_one2one
ENSMUSG00000047149	ENSMUSG00000047149.6	Or5j3	ENSG00000174957	OR5J2	ENSP00000310788	1	ortholog_one2one
ENSMUSG00000027356	ENSMUSG00000027356.9	Fermt1	ENSG00000101311	FERMT1	ENSP00000217289	1	ortholog_one2one
ENSMUSG00000032310	ENSMUSG00000032310.5	Cyp1a2	ENSG00000140505	CYP1A2	ENSP00000342007	1	ortholog_one2one
ENSMUSG00000001642	ENSMUSG00000001642.19	Akr1b1	ENSG00000085662	AKR1B1	ENSP00000285930	1	ortholog_one2one
ENSMUSG00000025473	ENSMUSG00000025473.17	Adam8	ENSG00000151651	ADAM8	ENSP00000453302	1	ortholog_one2one
ENSMUSG00000032315	ENSMUSG00000032315.7	Cyp1a1	ENSG00000140465	CYP1A1	ENSP00000369050	1	ortholog_one2one
ENSMUSG00000020083	ENSMUSG00000020083.15	Fam241b	ENSG00000171224	FAM241B	ENSP00000362376	1	ortholog_one2one
ENSMUSG00000027879	ENSMUSG00000027879.10	Sec22b	ENSG00000265808	SEC22B	ENSP00000463393	1	ortholog_one2one
ENSMUSG00000049093	ENSMUSG00000049093.10	Il23r	ENSG00000162594	IL23R	ENSP00000321345	1	ortholog_one2one
ENSMUSG00000038957	ENSMUSG00000038957.14	Edc3	ENSG00000179151	EDC3	ENSP00000320503	1	ortholog_one2one
ENSMUSG00000046818	ENSMUSG00000046818.8	Ddit4l	ENSG00000145358	DDIT4L	ENSP00000354830	1	ortholog_one2one
ENSMUSG00000027358	ENSMUSG00000027358.7	Bmp2	ENSG00000125845	BMP2	ENSP00000368104	1	ortholog_one2one
ENSMUSG00000031875	ENSMUSG00000031875.8	Cmtm3	ENSG00000140931	CMTM3	ENSP00000455851	1	ortholog_one2one
ENSMUSG00000051397	ENSMUSG00000051397.6	Tacstd2	ENSG00000184292	TACSTD2	ENSP00000360269	1	ortholog_one2one
ENSMUSG00000044312	ENSMUSG00000044312.5	Neurog3	ENSG00000122859	NEUROG3	ENSP00000242462	1	ortholog_one2one
ENSMUSG00000000278	ENSMUSG00000000278.11	Scpep1	ENSG00000121064	SCPEP1	ENSP00000262288	1	ortholog_one2one
ENSMUSG00000037031	ENSMUSG00000037031.11	Tspan15	ENSG00000099282	TSPAN15	ENSP00000362387	1	ortholog_one2one
ENSMUSG00000027261	ENSMUSG00000027261.3	Hao1	ENSG00000101323	HAO1	ENSP00000368066	1	ortholog_one2one
ENSMUSG00000032316	ENSMUSG00000032316.9	Clk3	ENSG00000179335	CLK3	ENSP00000378505	1	ortholog_one2one
ENSMUSG00000030330	ENSMUSG00000030330.16	Ing4	ENSG00000111653	ING4	ENSP00000343396	1	ortholog_one2one
ENSMUSG00000028567	ENSMUSG00000028567.9	Txndc12	ENSG00000117862	TXNDC12	ENSP00000360688	1	ortholog_one2one
ENSMUSG00000020081	ENSMUSG00000020081.6	Tacr2	ENSG00000075073	TACR2	ENSP00000362403	1	ortholog_one2one
ENSMUSG00000034723	ENSMUSG00000034723.12	Tmx4	ENSG00000125827	TMX4	ENSP00000246024	1	ortholog_one2one
ENSMUSG00000033983	ENSMUSG00000033983.15	Coil	ENSG00000121058	COIL	ENSP00000240316	1	ortholog_one2one
ENSMUSG00000073775	ENSMUSG00000073775.5	Kti12	ENSG00000198841	KTI12	ENSP00000360676	1	ortholog_one2one
ENSMUSG00000037012	ENSMUSG00000037012.19	Hk1	ENSG00000156515	HK1	ENSP00000352398	1	ortholog_one2one
ENSMUSG00000003411	ENSMUSG00000003411.11	Rab3b	ENSG00000169213	RAB3B	ENSP00000360718	1	ortholog_one2one
ENSMUSG00000096188	ENSMUSG00000096188.2	Cmtm4	ENSG00000183723	CMTM4	ENSP00000377666	1	ortholog_one2one
ENSMUSG00000035770	ENSMUSG00000035770.9	Dync1li2	ENSG00000135720	DYNC1LI2	ENSP00000258198	1	ortholog_one2one
ENSMUSG00000034175	ENSMUSG00000034175.14	Rhbdd3	ENSG00000100263	RHBDD3	ENSP00000216085	1	ortholog_one2one
ENSMUSG00000053510	ENSMUSG00000053510.13	Nrdc	ENSG00000078618	NRDC	ENSP00000262679	1	ortholog_one2one
ENSMUSG00000072770	ENSMUSG00000072770.10	Acrbp	ENSG00000111644	ACRBP	ENSP00000229243	1	ortholog_one2one
ENSMUSG00000025993	ENSMUSG00000025993.11	Slc40a1	ENSG00000138449	SLC40A1	ENSP00000261024	1	ortholog_one2one
ENSMUSG00000068876	ENSMUSG00000068876.17	Cgn	ENSG00000143375	CGN	ENSP00000271636	1	ortholog_one2one
ENSMUSG00000052616	ENSMUSG00000052616.11	Terb1	ENSG00000249961	TERB1	ENSP00000463762	1	ortholog_one2one
ENSMUSG00000032606	ENSMUSG00000032606.8	Nicn1	ENSG00000145029	NICN1	ENSP00000273598	1	ortholog_one2one
ENSMUSG00000075166	ENSMUSG00000075166.3	Or8i2	ENSG00000172154	OR8I2	ENSP00000303864	1	ortholog_one2one
ENSMUSG00000067714	ENSMUSG00000067714.15	Lpar5	ENSG00000184574	LPAR5	ENSP00000327875	1	ortholog_one2one
ENSMUSG00000062345	ENSMUSG00000062345.11	Serpinb2	ENSG00000197632	SERPINB2	ENSP00000299502	1	ortholog_one2one
ENSMUSG00000032607	ENSMUSG00000032607.13	Amt	ENSG00000145020	AMT	ENSP00000273588	1	ortholog_one2one
ENSMUSG00000075158	ENSMUSG00000075158.6	Or5as1	ENSG00000181785	OR5AS1	ENSP00000493325	1	ortholog_one2one
ENSMUSG00000051177	ENSMUSG00000051177.17	Plcb1	ENSG00000182621	PLCB1	ENSP00000338185	1	ortholog_one2one
ENSMUSG00000000275	ENSMUSG00000000275.17	Trim25	ENSG00000121060	TRIM25	ENSP00000323889	1	ortholog_one2one
ENSMUSG00000060985	ENSMUSG00000060985.16	Tdrd5	ENSG00000162782	TDRD5	ENSP00000406052	1	ortholog_one2one
ENSMUSG00000039461	ENSMUSG00000039461.13	Tcta	ENSG00000145022	TCTA	ENSP00000273590	1	ortholog_one2one
ENSMUSG00000007815	ENSMUSG00000007815.14	Rhoa	ENSG00000067560	RHOA	ENSP00000400175	1	ortholog_one2one
ENSMUSG00000031878	ENSMUSG00000031878.19	Nae1	ENSG00000159593	NAE1	ENSP00000290810	1	ortholog_one2one
ENSMUSG00000025474	ENSMUSG00000025474.10	Tubgcp2	ENSG00000130640	TUBGCP2	ENSP00000252936	1	ortholog_one2one
ENSMUSG00000000276	ENSMUSG00000000276.12	Dgke	ENSG00000153933	DGKE	ENSP00000284061	1	ortholog_one2one
ENSMUSG00000063856	ENSMUSG00000063856.9	Gpx1	ENSG00000233276	GPX1	ENSP00000407375	1	ortholog_one2one
ENSMUSG00000032612	ENSMUSG00000032612.15	Usp4	ENSG00000114316	USP4	ENSP00000265560	1	ortholog_one2one
ENSMUSG00000046733	ENSMUSG00000046733.8	Gprc5a	ENSG00000013588	GPRC5A	ENSP00000014914	1	ortholog_one2one
ENSMUSG00000026602	ENSMUSG00000026602.10	Nphs2	ENSG00000116218	NPHS2	ENSP00000356587	1	ortholog_one2one
ENSMUSG00000030205	ENSMUSG00000030205.16	Gprc5d	ENSG00000111291	GPRC5D	ENSP00000228887	1	ortholog_one2one
ENSMUSG00000005779	ENSMUSG00000005779.13	Psmb4	ENSG00000159377	PSMB4	ENSP00000290541	1	ortholog_one2one
ENSMUSG00000034164	ENSMUSG00000034164.18	Emid1	ENSG00000186998	EMID1	ENSP00000335481	1	ortholog_one2one
ENSMUSG00000076444	ENSMUSG00000076444.3	Mir761	ENSG00000283899	MIR761	ENST00000390787	1	ortholog_one2one
ENSMUSG00000029656	ENSMUSG00000029656.14	C8b	ENSG00000021852	C8B	ENSP00000360281	1	ortholog_one2one
ENSMUSG00000042770	ENSMUSG00000042770.9	Hebp1	ENSG00000013583	HEBP1	ENSP00000014930	1	ortholog_one2one
ENSMUSG00000026601	ENSMUSG00000026601.16	Axdnd1	ENSG00000162779	AXDND1	ENSP00000356590	1	ortholog_one2one
ENSMUSG00000030207	ENSMUSG00000030207.16	Fam234b	ENSG00000084444	FAM234B	ENSP00000197268	1	ortholog_one2one
ENSMUSG00000025470	ENSMUSG00000025470.12	Zfp511	ENSG00000198546	ZNF511	ENSP00000355251	1	ortholog_one2one
ENSMUSG00000035031	ENSMUSG00000035031.16	C8a	ENSG00000157131	C8A	ENSP00000354458	1	ortholog_one2one
ENSMUSG00000005774	ENSMUSG00000005774.13	Rfx5	ENSG00000143390	RFX5	ENSP00000389130	1	ortholog_one2one
ENSMUSG00000031883	ENSMUSG00000031883.14	Car7	ENSG00000168748	CA7	ENSP00000345659	1	ortholog_one2one
ENSMUSG00000025468	ENSMUSG00000025468.16	Caly	ENSG00000130643	CALY	ENSP00000252939	1	ortholog_one2one
ENSMUSG00000026600	ENSMUSG00000026600.13	Soat1	ENSG00000057252	SOAT1	ENSP00000356591	1	ortholog_one2one
ENSMUSG00000030206	ENSMUSG00000030206.14	Gsg1	ENSG00000111305	GSG1	ENSP00000498528	1	ortholog_one2one
ENSMUSG00000078612	ENSMUSG00000078612.10	Fyb2	ENSG00000187889	FYB2	ENSP00000345972	1	ortholog_one2one
ENSMUSG00000048371	ENSMUSG00000048371.9	Pdp2	ENSG00000172840	PDP2	ENSP00000309548	1	ortholog_one2one
ENSMUSG00000072553	ENSMUSG00000072553.11	Gm525	ENSG00000214226	C17orf67	ENSP00000380959	1	ortholog_one2one
ENSMUSG00000031881	ENSMUSG00000031881.7	Cdh16	ENSG00000166589	CDH16	ENSP00000299752	1	ortholog_one2one
ENSMUSG00000025466	ENSMUSG00000025466.20	Fuom	ENSG00000148803	FUOM	ENSP00000278025	1	ortholog_one2one
ENSMUSG00000020080	ENSMUSG00000020080.9	Hkdc1	ENSG00000156510	HKDC1	ENSP00000346643	1	ortholog_one2one
ENSMUSG00000048616	ENSMUSG00000048616.5	Nog	ENSG00000183691	NOG	ENSP00000328181	1	ortholog_one2one
ENSMUSG00000020827	ENSMUSG00000020827.19	Mink1	ENSG00000141503	MINK1	ENSP00000347427	1	ortholog_one2one
ENSMUSG00000028518	ENSMUSG00000028518.9	Prkaa2	ENSG00000162409	PRKAA2	ENSP00000360290	1	ortholog_one2one
ENSMUSG00000032611	ENSMUSG00000032611.10	1700102P08Rik	ENSG00000188315	C3orf62	ENSP00000341139	1	ortholog_one2one
ENSMUSG00000119940	ENSMUSG00000119940.1	Gm56924	ENSG00000289766		ENSP00000514310	1	ortholog_one2one
ENSMUSG00000028497	ENSMUSG00000028497.13	Hacd4	ENSG00000188921	HACD4	ENSP00000419503	1	ortholog_one2one
ENSMUSG00000030208	ENSMUSG00000030208.16	Emp1	ENSG00000134531	EMP1	ENSP00000256951	1	ortholog_one2one
ENSMUSG00000047220	ENSMUSG00000047220.6	Iho1	ENSG00000173421	IHO1	ENSP00000407837	1	ortholog_one2one
ENSMUSG00000020079	ENSMUSG00000020079.16	Supv3l1	ENSG00000156502	SUPV3L1	ENSP00000352678	1	ortholog_one2one
ENSMUSG00000050641	ENSMUSG00000050641.8	BC048562	ENSG00000236980	CIMIP7	ENSP00000454903	1	ortholog_one2one
ENSMUSG00000032609	ENSMUSG00000032609.13	Klhdc8b	ENSG00000185909	KLHDC8B	ENSP00000327468	1	ortholog_one2one
ENSMUSG00000025995	ENSMUSG00000025995.17	Wdr75	ENSG00000115368	WDR75	ENSP00000314193	1	ortholog_one2one
ENSMUSG00000025465	ENSMUSG00000025465.14	Echs1	ENSG00000127884	ECHS1	ENSP00000357535	1	ortholog_one2one
ENSMUSG00000038861	ENSMUSG00000038861.15	Pi4kb	ENSG00000143393	PI4KB	ENSP00000357867	1	ortholog_one2one
ENSMUSG00000020078	ENSMUSG00000020078.17	Vps26a	ENSG00000122958	VPS26A	ENSP00000263559	1	ortholog_one2one
ENSMUSG00000025464	ENSMUSG00000025464.16	Paox	ENSG00000148832	PAOX	ENSP00000278060	1	ortholog_one2one
ENSMUSG00000049305	ENSMUSG00000049305.7	Ccdc71	ENSG00000177352	CCDC71	ENSP00000319006	1	ortholog_one2one
ENSMUSG00000052911	ENSMUSG00000052911.10	Lamb2	ENSG00000172037	LAMB2	ENSP00000307156	1	ortholog_one2one
ENSMUSG00000031880	ENSMUSG00000031880.8	Rrad	ENSG00000166592	RRAD	ENSP00000299759	1	ortholog_one2one
ENSMUSG00000020077	ENSMUSG00000020077.15	Srgn	ENSG00000122862	SRGN	ENSP00000242465	1	ortholog_one2one
ENSMUSG00000039018	ENSMUSG00000039018.16	Mtg1	ENSG00000148824	MTG1	ENSP00000323047	1	ortholog_one2one
ENSMUSG00000070923	ENSMUSG00000070923.5	Klhl9	ENSG00000198642	KLHL9	ENSP00000351933	1	ortholog_one2one
ENSMUSG00000031879	ENSMUSG00000031879.15	Ciao2b	ENSG00000166595	CIAO2B	ENSP00000387471	1	ortholog_one2one
ENSMUSG00000057378	ENSMUSG00000057378.16	Ryr3	ENSG00000198838	RYR3	ENSP00000489262	1	ortholog_one2one
ENSMUSG00000045733	ENSMUSG00000045733.8	Sprn	ENSG00000203772	SPRN	ENSP00000510252	1	ortholog_one2one
ENSMUSG00000036968	ENSMUSG00000036968.16	Cnpy4	ENSG00000166997	CNPY4	ENSP00000262932	1	ortholog_one2one
ENSMUSG00000045364	ENSMUSG00000045364.3	Ifne	ENSG00000184995	IFNE	ENSP00000418018	1	ortholog_one2one
ENSMUSG00000065408	ENSMUSG00000065408.3	Mir31	ENSG00000199177	MIR31	ENST00000362307	1	ortholog_one2one
ENSMUSG00000070980	ENSMUSG00000070980.5	Actl7b	ENSG00000148156	ACTL7B	ENSP00000363799	1	ortholog_one2one
ENSMUSG00000070979	ENSMUSG00000070979.6	Actl7a	ENSG00000187003	ACTL7A	ENSP00000334300	1	ortholog_one2one
ENSMUSG00000032604	ENSMUSG00000032604.17	Qars1	ENSG00000172053	QARS1	ENSP00000307567	1	ortholog_one2one
ENSMUSG00000028431	ENSMUSG00000028431.12	Elp1	ENSG00000070061	ELP1	ENSP00000363779	1	ortholog_one2one
ENSMUSG00000049285	ENSMUSG00000049285.5	Mblac1	ENSG00000214309	MBLAC1	ENSP00000381150	1	ortholog_one2one
ENSMUSG00000066129	ENSMUSG00000066129.18	Kndc1	ENSG00000171798	KNDC1	ENSP00000304437	1	ortholog_one2one
ENSMUSG00000070645	ENSMUSG00000070645.6	Ren1	ENSG00000143839	REN	ENSP00000272190	1	ortholog_one2one
ENSMUSG00000020331	ENSMUSG00000020331.11	Hcn2	ENSG00000099822	HCN2	ENSP00000251287	1	ortholog_one2one
ENSMUSG00000035781	ENSMUSG00000035781.16	R3hdm4	ENSG00000198858	R3HDM4	ENSP00000355385	1	ortholog_one2one
ENSMUSG00000050552	ENSMUSG00000050552.9	Lamtor4	ENSG00000188186	LAMTOR4	ENSP00000343118	1	ortholog_one2one
ENSMUSG00000070644	ENSMUSG00000070644.14	Etnk2	ENSG00000143845	ETNK2	ENSP00000356170	1	ortholog_one2one
ENSMUSG00000034917	ENSMUSG00000034917.9	Tjp3	ENSG00000105289	TJP3	ENSP00000439278	1	ortholog_one2one
ENSMUSG00000036948	ENSMUSG00000036948.18	Trappc14	ENSG00000146826	TRAPPC14	ENSP00000324741	1	ortholog_one2one
ENSMUSG00000019338	ENSMUSG00000019338.14	Zfp687	ENSG00000143373	ZNF687	ENSP00000336620	1	ortholog_one2one
ENSMUSG00000070643	ENSMUSG00000070643.12	Sox13	ENSG00000143842	SOX13	ENSP00000356172	1	ortholog_one2one
ENSMUSG00000030158	ENSMUSG00000030158.13	Clec12b	ENSG00000256660	CLEC12B	ENSP00000344563	1	ortholog_one2one
ENSMUSG00000005625	ENSMUSG00000005625.16	Psmd4	ENSG00000159352	PSMD4	ENSP00000357879	1	ortholog_one2one
ENSMUSG00000024340	ENSMUSG00000024340.17	Btnl2	ENSG00000204290	BTNL2	ENSP00000390613	1	ortholog_one2one
ENSMUSG00000075593	ENSMUSG00000075593.11	Gal3st4	ENSG00000197093	GAL3ST4	ENSP00000353142	1	ortholog_one2one
ENSMUSG00000078566	ENSMUSG00000078566.9	Bnip3	ENSG00000176171	BNIP3	ENSP00000357625	1	ortholog_one2one
ENSMUSG00000030159	ENSMUSG00000030159.16	Clec1b	ENSG00000165682	CLEC1B	ENSP00000298527	1	ortholog_one2one
ENSMUSG00000029510	ENSMUSG00000029510.16	Gpc2	ENSG00000213420	GPC2	ENSP00000292377	1	ortholog_one2one
ENSMUSG00000025478	ENSMUSG00000025478.16	Dpysl4	ENSG00000151640	DPYSL4	ENSP00000339850	1	ortholog_one2one
ENSMUSG00000038827	ENSMUSG00000038827.12	Abitram	ENSG00000119328	ABITRAM	ENSP00000363753	1	ortholog_one2one
ENSMUSG00000046080	ENSMUSG00000046080.18	Clec9a	ENSG00000197992	CLEC9A	ENSP00000348074	1	ortholog_one2one
